created_at,tweet_id,text_clean,favorite_count,retweet_count,hashtags,url
2020-05-28 23:00:49+00:00,1266142410481991691,Grounding Habit #1: Keep a routine. 👏 Ft. @gardenofliferaw https://t.co/iZgFeIzXIQ #mbgpartner,28,9,mbgpartner,"[{'url': 'https://t.co/iZgFeIzXIQ', 'expanded_url': 'http://ow.ly/7jkg50zQoqs', 'display_url': 'ow.ly/7jkg50zQoqs', 'indices': [59, 82]}]"
2020-05-28 21:00:51+00:00,1266112222813720576,"""Parents can promote social learning within the family by having fun. (Yes, good ole fashion F-U-N.)"" shares childc… https://t.co/nlg9Jrhu13",2,0,,"[{'url': 'https://t.co/nlg9Jrhu13', 'expanded_url': 'https://twitter.com/i/web/status/1266112222813720576', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-28 19:01:19+00:00,1266082140078460931,"One thing's for sure: This pandemic is messing with our sex lives. 🙄 Here's what a new study published in the ""Jour… https://t.co/CULW5Xts5N",1,0,,"[{'url': 'https://t.co/CULW5Xts5N', 'expanded_url': 'https://twitter.com/i/web/status/1266082140078460931', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-28 17:01:53+00:00,1266052082819350528,Physical or chemical? Cleanser or serum? AHA or BHA? 🧴 The board-certified dermatologists weigh in: https://t.co/k3oJ3jFWXh,9,2,,"[{'url': 'https://t.co/k3oJ3jFWXh', 'expanded_url': 'http://ow.ly/bTtK30qK6RG', 'display_url': 'ow.ly/bTtK30qK6RG', 'indices': [100, 123]}]"
2020-05-28 16:02:05+00:00,1266037034478718985,"Is there a magic number of times you should hop under the spray, be it a quick wash or luxurious lather? 🚿 Here's w… https://t.co/KPQJp5wIxm",6,1,,"[{'url': 'https://t.co/KPQJp5wIxm', 'expanded_url': 'https://twitter.com/i/web/status/1266037034478718985', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-28 15:02:07+00:00,1266021945155469312,"Consider these comfort foods a warm, much-needed hug for your insides. 🤗 Ft. @lifeway_kefir https://t.co/JwrQ8aiPXx #mbgpartner",6,1,mbgpartner,"[{'url': 'https://t.co/JwrQ8aiPXx', 'expanded_url': 'http://ow.ly/lh2J50zQzb3', 'display_url': 'ow.ly/lh2J50zQzb3', 'indices': [92, 115]}]"
2020-05-28 14:02:16+00:00,1266006882268872706,"If you're using the oil for its beauty benefits, here are some of our favorites—with intel on why it might be the o… https://t.co/1o4E1fGCld",9,1,,"[{'url': 'https://t.co/1o4E1fGCld', 'expanded_url': 'https://twitter.com/i/web/status/1266006882268872706', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-28 13:02:11+00:00,1265991762780307458,We reached out to some of our favorite R.D.s and food experts to tell us what healthy cocktails and mocktails they'… https://t.co/UgsmjWEYNA,8,2,,"[{'url': 'https://t.co/UgsmjWEYNA', 'expanded_url': 'https://twitter.com/i/web/status/1265991762780307458', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-28 11:01:19+00:00,1265961343418609664,Looking for a quarantine activity that's more exciting than rewatching your fave show? 🙏 Partner yoga can be a fun… https://t.co/TwMpbkjkrM,10,6,,"[{'url': 'https://t.co/TwMpbkjkrM', 'expanded_url': 'https://twitter.com/i/web/status/1265961343418609664', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
2020-05-28 09:00:51+00:00,1265931026452406274,"What if we told you chocolate can come with even more antioxidant properties? 🍫 Because it can, and it's only a few… https://t.co/vfdmy5hBfZ",9,4,,"[{'url': 'https://t.co/vfdmy5hBfZ', 'expanded_url': 'https://twitter.com/i/web/status/1265931026452406274', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
