created_at,tweet_id,text_clean,favorite_count,retweet_count,hashtags,url
2020-06-30 07:01:14+00:00,1277859725523156992,What is the Fisher Temperament Inventory? Find out everything you need to know + how to utilize it here:,8,2,,"[{'url': 'https://t.co/06DB9AZgDG', 'expanded_url': 'http://ow.ly/Xa3a30qUAb4', 'display_url': 'ow.ly/Xa3a30qUAb4', 'indices': [107, 130]}]"
2020-06-30 05:00:17+00:00,1277829284594319365,"We're specifically breaking down the second pair: sensing and intuition, including what they both mean + how to kno",10,3,,"[{'url': 'https://t.co/qKyxQTeeVQ', 'expanded_url': 'https://twitter.com/i/web/status/1277829284594319365', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-30 03:00:10+00:00,1277799056983670785,A skin care woe that doesnt get talked about enough? Dry skin around the eyes.,9,3,,"[{'url': 'https://t.co/sWfVG75dXU', 'expanded_url': 'http://ow.ly/slSk30qUA1L', 'display_url': 'ow.ly/slSk30qUA1L', 'indices': [82, 105]}]"
2020-06-30 01:00:50+00:00,1277769029076295685,"If you have empathic tendencies, understanding which type of empath you are can help you work with your gift rather",25,11,,"[{'url': 'https://t.co/A7R1VkmwCJ', 'expanded_url': 'https://twitter.com/i/web/status/1277769029076295685', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-29 23:01:27+00:00,1277738981485088776,"After years of working as an OB/GYN, treating thousands of patients, and being a patient herself, Heather Irobunda,",5,1,,"[{'url': 'https://t.co/luEQfzwy4z', 'expanded_url': 'https://twitter.com/i/web/status/1277738981485088776', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-29 21:01:31+00:00,1277708801303511044,You'll truly be able to *spot* the difference with this everyday skin-supporting supplement.,1,1,,[]
2020-06-29 19:02:35+00:00,1277678872172134401,"This week, the tell us how to navigate Mercury retrogradeand Saturn in Capricorn.",2,3,,"[{'url': 'https://t.co/Duwx0WhlkP', 'expanded_url': 'http://ow.ly/xs0n30qUz7E', 'display_url': 'ow.ly/xs0n30qUz7E', 'indices': [97, 120]}]"
2020-06-29 17:03:13+00:00,1277648829463003139,"Have fun in the sun with these safe sunscreen options from , , , ,",8,4,,"[{'url': 'https://t.co/LYa9ak9a9H', 'expanded_url': 'https://twitter.com/i/web/status/1277648829463003139', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]"
2020-06-29 16:04:59+00:00,1277634175865163785,First lesson: Environmentalism is a daily practice of cultivating awareness of how inherently interconnected we are,11,3,,"[{'url': 'https://t.co/RgtIMIhkyx', 'expanded_url': 'https://twitter.com/i/web/status/1277634175865163785', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-29 16:04:45+00:00,1277634118205964290,Be honest: When is the last time you washed your makeup brushes?,8,4,,"[{'url': 'https://t.co/W4SsA1o4N2', 'expanded_url': 'http://ow.ly/pKH230qUBs8', 'display_url': 'ow.ly/pKH230qUBs8', 'indices': [67, 90]}]"
2020-06-29 15:03:41+00:00,1277618749387018242,This seasonal treat from is high in antioxidant vitamin C and can easily be made grain-free.,12,3,,"[{'url': 'https://t.co/1huOau8vBH', 'expanded_url': 'http://ow.ly/hrAc30qUzjJ', 'display_url': 'ow.ly/hrAc30qUzjJ', 'indices': [108, 131]}]"
2020-06-29 14:03:27+00:00,1277603589939224579,Enhance your body's sun protection process from the inside-out.,7,1,,"[{'url': 'https://t.co/LN2ulsl1j0', 'expanded_url': 'http://ow.ly/kfio30qUyVI', 'display_url': 'ow.ly/kfio30qUyVI', 'indices': [67, 90]}]"
2020-06-29 13:16:38+00:00,1277591809322074112,"CEO of the Foundation, , joins mbg co-CEO to discuss ""surfonomics,"" how prote",5,3,,"[{'url': 'https://t.co/dEFcAfCCG2', 'expanded_url': 'https://twitter.com/i/web/status/1277591809322074112', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-29 13:04:00+00:00,1277588630236803073,"NYT best-selling author, , on how we can manifest our dreams every morning.",8,2,,"[{'url': 'https://t.co/r86TeU7YSv', 'expanded_url': 'http://ow.ly/UIBb30qTPMc', 'display_url': 'ow.ly/UIBb30qTPMc', 'indices': [96, 119]}]"
2020-06-29 11:02:31+00:00,1277558055803260928,Looking to diversify your protein profile? Go *nuts.*,23,9,,"[{'url': 'https://t.co/YOj9sp96Yr', 'expanded_url': 'http://ow.ly/pVPH30qTPL7', 'display_url': 'ow.ly/pVPH30qTPL7', 'indices': [56, 79]}]"
2020-06-29 09:01:43+00:00,1277527657421443072,"A step-by-step routine for how to curb those cravings from women's health expert, .",2,3,,"[{'url': 'https://t.co/F8ZOzqWFcD', 'expanded_url': 'http://ow.ly/60ec30qTPLL', 'display_url': 'ow.ly/60ec30qTPLL', 'indices': [98, 121]}]"
2020-06-29 07:01:24+00:00,1277497379072204800,"Every scar, solved. We spoke to the skin experts on the safest + most effective ways to treat them:",5,1,,"[{'url': 'https://t.co/pf7KPuQRjI', 'expanded_url': 'http://ow.ly/IKyX30qTPJX', 'display_url': 'ow.ly/IKyX30qTPJX', 'indices': [103, 126]}]"
2020-06-29 05:00:17+00:00,1277466900746899456,"Need a step-by-step approach to ""DTR?"" We consulted top psychologists + relationship experts:",10,1,,"[{'url': 'https://t.co/tLtRzWt5qZ', 'expanded_url': 'http://ow.ly/6vJX30qTPJk', 'display_url': 'ow.ly/6vJX30qTPJk', 'indices': [96, 119]}]"
2020-06-29 03:00:09+00:00,1277436667968749570,We tapped our favorite experts for a full rundown on what stone + type of tool are right for us.,6,0,,"[{'url': 'https://t.co/gkE9vtLcfC', 'expanded_url': 'http://ow.ly/Ys8W30qTPBh', 'display_url': 'ow.ly/Ys8W30qTPBh', 'indices': [99, 122]}]"
2020-06-29 01:00:26+00:00,1277406536722235393,"First thing's first: A true apology is about taking responsibility, not defensiveness. Therapist, ,",14,6,,"[{'url': 'https://t.co/OqKJBx4Tfn', 'expanded_url': 'https://twitter.com/i/web/status/1277406536722235393', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
2020-06-28 23:00:41+00:00,1277376403592433668,It's all about establishing a few habits that help you kick off the day feeling centered and positive. Ft.,17,9,,"[{'url': 'https://t.co/9Bwc71s82l', 'expanded_url': 'https://twitter.com/i/web/status/1277376403592433668', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]"
2020-06-28 21:00:50+00:00,1277346242159349766,What qualifies as a positive family relationship? Click here to learn the four specific factors:,8,8,,"[{'url': 'https://t.co/ZHdtPkihZj', 'expanded_url': 'http://ow.ly/ryfz30qTPKm', 'display_url': 'ow.ly/ryfz30qTPKm', 'indices': [97, 120]}]"
2020-06-28 19:01:13+00:00,1277316136686804992,"We found out how to make 's edible, grain-free dough.",11,4,,"[{'url': 'https://t.co/b5arJVbAuu', 'expanded_url': 'http://ow.ly/qUUT30qTPIZ', 'display_url': 'ow.ly/qUUT30qTPIZ', 'indices': [68, 91]}]"
2020-06-28 17:01:33+00:00,1277286025119875078,Here are some changes from that will get you some major energy savings.,18,5,,"[{'url': 'https://t.co/XDs5RwtjTq', 'expanded_url': 'http://ow.ly/ROXi30qTPIJ', 'display_url': 'ow.ly/ROXi30qTPIJ', 'indices': [81, 104]}]"
2020-06-28 15:02:07+00:00,1277255967865012225,Make sure your produce isn't sooo last season.,2,1,,"[{'url': 'https://t.co/BGmCJDUZMz', 'expanded_url': 'http://ow.ly/EQw430qTPou', 'display_url': 'ow.ly/EQw430qTPou', 'indices': [49, 72]}]"
2020-06-28 13:01:51+00:00,1277225700567724033,"Avocados hard as a rock? We found the perfect swaps for health benefits, healthy fats + texture.",7,2,,"[{'url': 'https://t.co/jfJT4qIvvV', 'expanded_url': 'http://ow.ly/DomW30qTPiV', 'display_url': 'ow.ly/DomW30qTPiV', 'indices': [99, 122]}]"
2020-06-28 11:01:02+00:00,1277195295286341633,No sweat (literally): mbg's supplement has a cutting-edge formula that helps you glow from the inside out.,3,1,,"[{'url': 'https://t.co/Y0KKhnQjSe', 'expanded_url': 'http://ow.ly/rVWr30qTPn4', 'display_url': 'ow.ly/rVWr30qTPn4', 'indices': [109, 132]}]"
2020-06-28 09:00:47+00:00,1277165035178070016,"We got an inside look at what their meals look like, so we can up-level our own.",16,12,,"[{'url': 'https://t.co/ttNk4zOZhC', 'expanded_url': 'http://ow.ly/g3iC30qTPNc', 'display_url': 'ow.ly/g3iC30qTPNc', 'indices': [84, 107]}]"
2020-06-28 07:00:36+00:00,1277134789141725186,"Reflect, ask, acknowledge anxiety + move on. Here's more on what to do the next time you feel a ghosting coming o",4,1,,"[{'url': 'https://t.co/wdo22941vB', 'expanded_url': 'https://twitter.com/i/web/status/1277134789141725186', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-28 05:00:07+00:00,1277104468115496967,Knowing this will help you pick the perfect moisturizer for you skin type.,3,0,,"[{'url': 'https://t.co/Ii4agAkIFQ', 'expanded_url': 'http://ow.ly/K98B30qTPwe', 'display_url': 'ow.ly/K98B30qTPwe', 'indices': [78, 101]}]"
2020-06-28 03:00:05+00:00,1277074263548231681,Here are some out-of-the-box ways to kick-start your gratitude practice:,15,2,,"[{'url': 'https://t.co/rfql8Z4XDB', 'expanded_url': 'http://ow.ly/XGAe30qTPqp', 'display_url': 'ow.ly/XGAe30qTPqp', 'indices': [73, 96]}]"
2020-06-28 01:00:27+00:00,1277044153508118534,"With the right environment + weather, frizz comes for us all. The solution? These insanely effective moisturizing",7,2,,"[{'url': 'https://t.co/Ztahuyt9sk', 'expanded_url': 'https://twitter.com/i/web/status/1277044153508118534', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-27 23:00:35+00:00,1277013990917451777,"So what does it mean if you were born while Mercury was in retrograde? mbg's resident astrologists, The",3,1,,"[{'url': 'https://t.co/XV3Q74Pz2H', 'expanded_url': 'https://twitter.com/i/web/status/1277013990917451777', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]"
2020-06-27 21:00:47+00:00,1276983841387950080,"Though it may be soothing for sore throats and other cold-like symptoms, is honey water an actual remedy? Registe",29,9,,"[{'url': 'https://t.co/VjQ4wiqyUv', 'expanded_url': 'https://twitter.com/i/web/status/1276983841387950080', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-27 19:01:28+00:00,1276953813979668482,"The signals aren't always clear, but there are helpful tools and habits you can adopt to end the guesswork. Ft.",11,5,,"[{'url': 'https://t.co/c1VQ1mUy8j', 'expanded_url': 'https://twitter.com/i/web/status/1276953813979668482', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]"
2020-06-27 17:02:14+00:00,1276923805844332545,"As it turns out, video dates are way less awkward than we all thought.",3,1,,"[{'url': 'https://t.co/kPhbTusWsX', 'expanded_url': 'http://ow.ly/22lW30qTIFp', 'display_url': 'ow.ly/22lW30qTIFp', 'indices': [73, 96]}]"
2020-06-27 15:02:42+00:00,1276893727752179712,"We hesitate to call this a *trend,* because it's decidedly not that: Slow beauty is beautywell, beauty before we a",10,1,,"[{'url': 'https://t.co/KuO7vbOcCJ', 'expanded_url': 'https://twitter.com/i/web/status/1276893727752179712', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-27 13:02:32+00:00,1276863484798664707,"Actress roles span far beyond what we see onscreen (hey, Big Little Lies ). Shes also an activist, m",5,1,,"[{'url': 'https://t.co/UOov89Tl4x', 'expanded_url': 'https://twitter.com/i/web/status/1276863484798664707', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-27 11:01:21+00:00,1276832987900973056,"Welcome to Hot Dog Heaven. Though it can be hard to find a healthy hot dog, these are RD-approved and a good p",7,3,,"[{'url': 'https://t.co/wjDHdkC7xi', 'expanded_url': 'https://twitter.com/i/web/status/1276832987900973056', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-27 09:01:08+00:00,1276802735866671112,"Neurologist + NYT best-selling author, , gives us the down-low on Keto:",6,1,,"[{'url': 'https://t.co/htrfu19aPH', 'expanded_url': 'http://ow.ly/V9bC30qTIJe', 'display_url': 'ow.ly/V9bC30qTIJe', 'indices': [88, 111]}]"
2020-06-27 07:00:45+00:00,1276772440555782146,"For those with really dry hair, skipping shampoos actually may be the answer. We asked the hair experts for their",12,2,,"[{'url': 'https://t.co/rEdti8kNJ5', 'expanded_url': 'https://twitter.com/i/web/status/1276772440555782146', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-06-27 05:00:06+00:00,1276742076848275457,"Babylights: soft, blendable, and ideally nearly undetectable.",15,2,,"[{'url': 'https://t.co/5WBajgJUcC', 'expanded_url': 'http://ow.ly/NPfm30qTImi', 'display_url': 'ow.ly/NPfm30qTImi', 'indices': [67, 90]}]"
2020-06-27 03:00:09+00:00,1276711888580235264,s is the prime decade to take a prevent-and-protect approach to your skin. Tap here to learn more about the,11,1,,"[{'url': 'https://t.co/njPnnBD2Za', 'expanded_url': 'https://twitter.com/i/web/status/1276711888580235264', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
